,id,name,album_name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,lyrics,year,genre,popularity,total_artist_followers,avg_artist_popularity,artist_ids,niche_genres
373637,4d47UtsfdvQOFK2OZImZOe,Rider's Lullaby,Centaurworld: S1 (Music from the Netflix Original Series),"[""Jessie Mueller""]",0.368,0.121,0,-14.054,1,0.051,0.938,0.00057,0.243,0.115,131.681,64840,"You're okay
You're alright
I'll never, ever leave your side
I will stay and I will fight
With you

Aah aah aah
Aah aah aah

You're okay
You're alright
I'll stay here through the darkest night
All the way, I will fight
With you",2021,Classical,43,38540,53.0,"[""4okEmrM2O6CEW6en3fRWUy""]","[""musicals""]"
155314,5hbNSo9Ckl7ku8664sn0Jj,Fly Me To The Moon (In Other Words),The End Of The World,"[""Julie London""]",0.335,0.508,5,-11.763,1,0.0473,0.6980000000000001,0.0003819999999999,0.0788,0.767,86.298,159107,"Fly me to the moon
And let me play among the stars
Let me see what spring is like on Jupiter and Mars
In other words, hold my hand
In other words, darling, kiss me

Fill my heart with song
And let me sing forever more
You are all I long for, all I worship and adore
In other words, please be true
In other words, I love you

Fill my heart with song and let me sing forever more
You are all I long for, all I worship and adore
In other words, please be true
In other words, I love you",1963,Jazz,50,454233,59.0,"[""3qUMmh5biaB5hqpF4LqS3m""]","[""adult standards"", ""jazz"", ""vocal jazz""]"
10385,2ESqJHnVR4qFdgHbVXdPJy,A Letter to God,Psycho Magnet,"[""London After Midnight"", ""Sean Brennan""]",0.288,0.904,5,-5.979,1,0.0603,3e-06,0.926,0.0806,0.378,174.891,180760,"Is this life this degradation
This pointless game, humiliation
Born to die, we're born to lose
And not one choice we make we choose
And when this life is at an end
We find that Death's our only friend
Must we suffer through your games, oh Lord?
Can God really be so bored?
We waste our lives destroying, hating,
While beneath our flesh a skull lies waiting
Blind to beauty blind to love,
We fear of our loving Lord above
Some live their lives to play their games,
Some live as victims, the insane
Your experiment oh Lord has failed
And I trust that when we meet you will forgive us
It's futile so I'll end this note
And find a knife and slit my throat
And come to track you down oh Lord
You better watch your back,
Be sure that when we meet you'll be surprised
No loving praise, no glee filled cries
Just pain and hate and tear filled sighs
And the question in the end is why?",1996,Rock,37,286915,47.0,"[""51mEqzVhG2n9nD2kBAnWer"", ""3SDAI9zyGVTwCsR2KKLdci""]","[""cold wave"", ""darkwave"", ""deathrock"", ""gothic metal"", ""gothic rock"", ""post-punk""]"
208642,7qUPlJTYxDRnpw3FKoWhm1,I Am The Walrus,Love,"[""The Beatles""]",0.294,0.686,2,-8.556000000000001,1,0.0396,0.0106,3e-06,0.6880000000000001,0.561,173.105,268246,"I am he as you are he as you are me
And we are all together
See how they run like pigs from a gun
See how they fly
I'm crying
Sitting on a corn flake
Waiting for the van to come
Corporation T-shirt, stupid bloody Tuesday
Man you've been a naughty boy
You let your face grow long
I am the egg man
They are the egg men
I am the walrus
Goo goo g'joob
Mister City policeman sitting
Pretty little policemen in a row
See how they fly like Lucy in the sky, see how they run
I'm crying, I'm crying
I'm crying, I'm crying
Yellow matter custard
Dripping from a dead dog's eye
Crabalocker fishwife, pornographic priestess
Boy, you've been a naughty girl, you let your knickers down
I am the egg man
They are the egg men
I am the walrus
Goo goo g'joob
Sitting in an English garden
Waiting for the sun
If the sun don't come you get a tan
From standing in the English rain
I am the egg man (now good sir)
They are the egg men (a poor man, made tame to fortune's blows)
I am the walrus
Goo goo g'joob, goo goo goo g'joob (good pity)
Expert, texpert choking smokers
Don't you think the joker laughs at you (ho ho ho, hee hee hee, hah hah hah)
See how they smile like pigs in a sty, see how they snide
I'm crying
Semolina Pilchard
Climbing up the Eiffel tower
Elementary penguin singing Hare Krishna
Man, you should have seen them kicking Edgar Allen Poe
I am the egg man
They are the egg men
I am the walrus
Goo goo g'joob, goo goo goo g'joob
Goo goo g'joob, goo goo goo g'joob, goo
Joob, joob, jooba
Jooba, jooba, jooba
Joob, jooba
Joob, jooba
Umpa, umpa, stick it up your jumper (jooba, jooba)
Umpa, umpa, stick it up your jumper
Everybody's got one (umpa, umpa)
Everybody's got one (stick it up your jumper)
Everybody's got one (umpa, umpa)
Everybody's got one (stick it up your jumper)
Everybody's got one (umpa, umpa)
Everybody's got one (stick it up your jumper)
Everybody's got one (umpa, umpa)
Everybody's got one (stick it up your jumper)
Everybody's got one (umpa, umpa)
Everybody's got one (stick it up your jumper)
Everybody's got one (umpa, umpa)
Slave
Thou hast slain me
Villain, take my purse
If I ever
Bury my body
The letters which though find'st about me
To Edmund Earl of Gloucester
Seek him out upon the British Party
O untimely death
I know thee well
A serviceable villain, as duteous to the vices of thy mistress
As badness would desire
What, is is he dead?
Sit you down, Father, rest you",2006,Rock,43,31014924,85.0,"[""3WrFJ7ztbogyGnTHbHJFl2""]","[""classic rock"", ""psychedelic rock""]"
56789,1pxdFGV2kO8oBmM8vys3F4,Black Hole In My Mind,Death By Television,"[""The Lillingtons""]",0.315,0.929,10,-5.583,1,0.0391,0.0008619999999999,0.0338,0.439,0.723,165.471,196160,"They used to call me Captain Scott
I used to be an astronaut
Put me on a rocket into space
And now I'm lost without a trace

And now I'm really out of sight
And now nothing's gonna be alright yeah

My life has been a waste of time
I've got a black hole in my mind
My life has been a waste of time
I've got a black hole in my mind
My life has been a waste of time
I've got a black hole in my mind
My life has been a waste of time
I've got a black hole in my mind

They used to call me Captain Scott
I used to be an astronaut
Put me on a rocket into space
And now I'm lost without a trace

And now I'm really out of sight
And now nothing's gonna be alright yeah

(1,2,3,4)

My life has been a waste of time
I've got a black hole in my mind
My life has been a waste of time
I've got a black hole in my mind
My life has been a waste of time
I've got a black hole in my mind
My life has been a waste of time
I've got a black hole in my mind
In my mind

My life has been a waste of time
I've got a black hole in my mind
My life has been a waste of time
I've got a black hole in my mind
My life has been a waste of time
I've got a black hole in my mind
My life has been a waste of time

I've got a black hole in my mind (mind)
I've got a black hole in my mind (mind)
I've got a black hole in my mind (mind)
I've got a black hole in my mind (mind)
I've got a black hole in my mind",1999,Rock,39,40113,36.0,"[""3DRyYmaDKNmiTVzvMtAmhX""]","[""horror punk"", ""pop punk"", ""punk"", ""ska punk"", ""skate punk""]"
188267,35tPdAU04Ivcv87rsCDYbw,Hawk as Weapon,Monnos,"[""Conan""]",0.335,0.5640000000000001,9,-11.825,1,0.0357,0.0261,0.942,0.198,0.0398,159.002,380108,"These Skies are dead. They will destroy. Descending threat. These skies are dead
Descent of death. Unending quest. Moss hidden gates. Entranced at death
These skies are dead",2016,Rock,35,76017,34.0,"[""11tiA94VlUZOUTVCdQYw3a""]","[""doom metal"", ""drone"", ""drone metal"", ""sludge metal"", ""stoner metal"", ""stoner rock""]"
236174,6JLpmCG8Q7c4cxxfA1iGBz,Indian Love Call,Melodies In Gold,"[""Billy Vaughn""]",0.289,0.342,8,-12.536,1,0.0336,0.875,0.65,0.139,0.386,98.067,145680,"Oo-Oo-Oo-Oo, Oo-Oo-Oo-Oo
 When I'm calling you
 Oo-Oo-Oo-Oo, Oo-Oo-Oo-Oo
 Will you answer too?
 Oo-Oo-Oo-Oo, Oo-Oo-Oo-Oo
 That means I offer my life to you to be my own
 If you refuse me I will be blue, waiting all alone
 But if when you hear my love call ringing clear
 Oo-Oo-Oo-Oo, Oo-Oo-Oo-Oo
 And I hear your answering echo so dear
 Oo-Oo-Oo-Oo, Oo-Oo-Oo-Oo
 Then I will know our love will become true
 You'll belong to me and I'll belong to you
 Then I will know our love will become true
 You'll belong to me and I'll belong to you",1957,Classical,32,50842,48.0,"[""6ZzOIAEw7joAghyA80c6D0""]","[""big band"", ""easy listening"", ""orchestral""]"
468294,7uZcMXIRU9uEwTN24JGbmc,The Smoke of Many Fires,Vessels,"[""Be'lakor""]",0.137,0.872,7,-5.019,1,0.0531,0.000526,0.715,0.28,0.213,87.098,569491,"The river had brought with it much that day,
From driftwood to blood from the ember
Some things were hidden

While others were seen
Yet the man somehow could not remember...
Having ambled away from the water's banks
To return to his tribe and their lights,
He soon found a failing,
Of flesh, and of mind –
They were no longer robust or bright

What he could not have seen
Was the sickness upstream;
Those abandoned remains of the wasted
What he could not have known
Was the blight of the bone
In each ebb and each flow he had tasted

Dawn found him ailing, delirium rife
Those he loved feared his illness would wander
With time wearing thin,
His young eyes clouded in
As the odour of smoke became stronger

It was then that he heard the sharp crackle of torches,
Carried past him by men from his clan
A panic cut through
All the life that he knew
It was over before it began

Rope looped his wrists and held tight to his veins
As beside him his relatives sagged
And with tears in their eyes,
Through confusion and cries,
Out towards the wild flames he was dragged

Like billions before him, regardless of form,
It ended as chance had decided
So briefly contained,
An inferno's refrain,
Having powered and angered and guided

At the heart of the blaze, awareness dissolved
Light ascended devoid of desire
From a trail intertwined,
Life and death strewn behind,
To the stars, it returned, from the fire",2016,Rock,36,129741,40.0,"[""7qUcsMCdIHrs2LOZlmciQp""]","[""death metal"", ""melodic death metal"", ""metal"", ""progressive metal""]"
8863,4nAXcpLh6hO3lwIB4BlLJY,A DECADE IN THE RAIN,FATELESS,"[""coldrain""]",0.35,0.949,5,-2.811,1,0.187,2.4e-05,0.0,0.396,0.472,173.002,248513,"They said we were worthless (simply useless)
Nothing we do will make a dime
They said we were broken (nobody's chosen)
We're just wasting all our time

If it still feels like we're going up (going up)
Then I can't see why we'd ever stop (never stop)

You will never stop us
From believing and conceding
Everything we hoped for, isn't all gone
It's not over
We'll keep on singing (whoa, whoa)

They say that we're done for (what if we want more?)
Nothing they say will change our minds
They say that we're crazy (we don't need saving)
Because there's so much more to find

If it still feels like we're going up (going up)
Then I can see why we'd ever stop (never stop)

You will never stop us from believing and conceding
Everything we hoped for, isn't all gone
It's not over
We'll keep on singing (whoa, whoa)

Don't hold your breath because we're going nowhere
Forever we're here to stay
Don't hold your breath because we're going nowhere
Forever we're here to stay

You will never stop us from believing and conceding
Everything we hoped for, isn't all gone
It's not over
We'll keep on singing (whoa, whoa)

We'll keep on screaming (whoa, whoa)
We'll keep on screaming (whoa, whoa)
We'll keep on screaming (screaming)",2017,Rock,33,319712,54.0,"[""4pCVGaLWxDe4d8bsjsnmUM""]","[""anime"", ""j-rock"", ""metalcore""]"
167531,3dOfHE5J4Qsj1hJ35vnfn4,Get It While You Can,Pearl (Legacy Edition),"[""Janis Joplin""]",0.39,0.443,5,-9.63,1,0.0298,0.577,0.00019,0.125,0.345,147.009,203400,"In this world, if you read the papers, darling
You know everybody's fighting on with each other
You got no one you can count on, dear
Not even your own brother

So if someone comes along
He's gonna give you some love and affection
I'd say get it while you can, yeah
Honey, get it while you can yeah
Hey, hey, get it while you can
Don't you turn your back on love, no, no

Don't you know when you're loving anybody, baby
You're taking a gamble on a little sorrow
But then who cares, baby
'Cause we may not be here tomorrow, no

And if anybody should come along
He gonna give you any love and affection
I'd say get it while you can, yeah
Hey, hey, get it while you can
Hey, hey, get it while you can
Don't you turn your back on love
No no no, no no no no no

Oh, get it while you can
Honey get it when you're gonna wanna need it dear, yeah yeah
Hey hey, get it while you can
Don't you turn your back on love
No no no, no no no no, get it while you can yeah
I said hold on to somebody when you get a little lonely, dear

Hey hey, hold on to that man's heart
Yeah, get it, want it, hold it, need it
Get it, want it, need it, hold it
Get it while you can
Honey get it while you can, baby, yeah
Hey hey, get it while you can",1971,Rock,46,3604137,62.0,"[""4NgfOZCL9Ml67xzM0xzIvC""]","[""acid rock"", ""classic rock"", ""psychedelic rock""]"
